code,company_id,exchange,sector_tse,price_jpy,price_date,change_pct,market_cap_oku,per,pbr,dividend_yield,updated_at
1827,80,Standard,建設業,1142,2026-06-12,0.26338893,392,8.95265,0.7888969,0,2026-06-14T03:21:09.272Z
1828,81,Standard,建設業,2312,2026-06-12,0.5217391,243,7.0273557,0.8674917,4.3478259999999995,2026-06-14T03:21:09.272Z
1833,82,Prime,建設業,5640,2026-06-12,1.6216216,2023,11.025315,1.0274401,0,2026-06-14T03:21:09.272Z
1835,83,Prime,建設業,4135,2026-06-12,2.6054592,1424,11.086385,1.0735127,0,2026-06-14T03:21:09.272Z
1840,84,Standard,建設業,237,2026-06-12,1.7167382,61,,0.4928331,4.2918455,2026-06-14T03:21:09.272Z
1844,85,Standard,建設業,463,2026-06-12,-1.4893618,87,16.636723,1.4041791,2.4468085,2026-06-14T03:21:09.272Z
1847,86,Standard,建設業,2586,2026-06-12,0.77942324,375,5.878876,0.9380512,4.4816837,2026-06-14T03:21:09.272Z
1848,87,Standard,建設業,597,2026-06-12,1.0152284,105,10.61522,0.8024474,0,2026-06-14T03:21:09.272Z
1850,88,Standard,建設業,393,2026-06-12,1.0282776,110,5.4109874,0.57502884,0,2026-06-14T03:21:09.272Z
1852,89,Prime,建設業,809,2026-06-12,2.0176544,653,12.59536,1.3124105,0,2026-06-14T03:21:09.272Z
1853,90,Standard,建設業,313,2026-06-12,0,103,11.060071,3.492797,0,2026-06-14T03:21:09.272Z
1860,91,Prime,建設業,1530,2026-06-12,0.39370078,4529,12.406747,1.1702231,0,2026-06-14T03:21:09.272Z
1861,92,Prime,建設業,1358,2026-06-12,1.1922504,2307,11.614779,1.2371839,0,2026-06-14T03:21:09.272Z
1866,93,Standard,建設業,976,2026-06-12,2.6288118,237,6.798077,0.46026143,3.154574,2026-06-14T03:21:09.272Z
1867,94,Standard,建設業,2410,2026-06-12,0.7946466,158,6.578947,0.49932745,5.0188206,2026-06-14T03:21:09.272Z
1870,95,Prime,建設業,1823,2026-06-12,0.49614114,787,9.2679205,1.035766,5.512679,2026-06-14T03:21:09.272Z
1871,96,Prime,建設業,2155,2026-06-12,2.4239545,1009,10.810676,1.5407715,5.703422,2026-06-14T03:21:09.272Z
1873,97,Prime,建設業,300,2026-06-12,1.6949153,120,54.05405,0.5521557,3.7288137,2026-06-14T03:21:09.272Z
1878,98,Prime,不動産業,3072,2026-06-12,-1.0946555,9981,10.277341,2.0152998,4.8422407,2026-06-14T03:21:09.272Z
1879,99,Prime,建設業,2241,2026-06-12,1.1281588,1311,8.605991,0.9742021,3.0234657,2026-06-14T03:21:09.272Z
1882,100,Prime,建設業,1512,2026-06-12,0.66577893,699,17.512161,1.3024961,5.9920106,2026-06-14T03:21:09.272Z
1885,101,Prime,建設業,2111,2026-06-12,1.4416146,1632,8.496337,1.4005843,3.7001442000000004,2026-06-14T03:21:09.272Z
1887,102,Prime,建設業,531,2026-06-12,1.5296367,423,19.688543,0.6121023,3.8240917,2026-06-14T03:21:09.272Z
1888,103,Prime,建設業,3230,2026-06-12,1.0954616,411,9.4073105,0.7612361,0,2026-06-14T03:21:09.272Z
1893,104,Prime,建設業,1668,2026-06-12,3.0583873,4532,13.280255,2.2974954,2.965709,2026-06-14T03:21:09.272Z
1897,105,Standard,建設業,3040,2026-06-12,1.6722407,64,27.174398,0.32123291,1.6722407000000001,2026-06-14T03:21:09.272Z
1898,106,Prime,建設業,1427,2026-06-12,0.77683616,523,11.198305,1.182271,5.014124,2026-06-14T03:21:09.272Z
1899,107,Prime,建設業,7240,2026-06-12,1.1173184,600,10.799201,0.66731036,3.631285,2026-06-14T03:21:09.272Z
1904,108,Standard,建設業,4940,2026-06-12,1.2295082,307,8.613324,0.99932694,3.668033,2026-06-14T03:21:09.272Z
1905,109,Standard,建設業,1521,2026-06-12,-1.1053317,101,10.90479,0.7439537,3.93368,2026-06-14T03:21:09.272Z
1909,110,Standard,機械,3760,2026-06-12,-0.66050196,1008,19.841688,3.2462907,0.5944518,2026-06-14T03:21:09.272Z
1911,111,Prime,建設業,1333.5,2026-06-12,2.3014958,8177,7.662912,0.6582624,2.3014959,2026-06-14T03:21:09.272Z
1914,112,Standard,建設業,661,2026-06-12,1.5360984,121,7.374763,0.48973408,0,2026-06-14T03:21:09.272Z
1921,113,Standard,建設業,1655,2026-06-12,0.4857316,555,4.446415,0.76604164,1.4571949000000002,2026-06-14T03:21:09.272Z
1925,114,Prime,建設業,4300,2026-06-12,0.39691803,26632,7.5930142,0.9193755,3.85244,2026-06-14T03:21:09.272Z
1926,115,Prime,建設業,3965,2026-06-12,0.5069708,1632,2.0100477,1.8773631,0,2026-06-14T03:21:09.272Z
1928,116,Prime,建設業,3289,2026-06-12,0.98249924,21321,8.291945,0.98721725,4.4212464,2026-06-14T03:21:09.272Z
1929,117,Prime,建設業,1097,2026-06-12,0.27422303,458,11.000802,1.2156337,4.478975999999999,2026-06-14T03:21:09.272Z
1930,118,Prime,建設業,1621,2026-06-12,2.5300443,446,11.600945,0.9673991,3.0360531,2026-06-14T03:21:09.272Z
1934,119,Prime,建設業,2321,2026-06-12,0.38927335,1594,15.432181,1.0266223,3.1141868,2026-06-14T03:21:09.272Z
1938,120,Prime,建設業,2688,2026-06-12,0.9009009,666,11.990365,0.96161515,3.0780781,2026-06-14T03:21:09.272Z
1939,121,Prime,建設業,1881,2026-06-12,-0.4235045,890,11.862268,1.2524478,4.076231,2026-06-14T03:21:09.272Z
1941,122,Prime,建設業,5140,2026-06-12,0.9823183,2721,15.037594,1.1140316,2.6522594,2026-06-14T03:21:09.272Z
1942,123,Prime,建設業,5773,2026-06-12,-0.48267537,11489,22.883305,2.943885,2.1375623999999998,2026-06-14T03:21:09.272Z
1944,124,Prime,建設業,6780,2026-06-12,-0.7465964,13423,19.342138,2.029682,1.9030890000000003,2026-06-14T03:21:09.272Z
1945,125,Prime,建設業,2304,2026-06-12,0,763,17.857697,1.0537152,2.734375,2026-06-14T03:21:09.272Z
1946,126,Prime,建設業,2080,2026-06-12,1.4634147,1931,10.845761,1.2610936,3.707317,2026-06-14T03:21:09.272Z
1948,127,Standard,建設業,11480,2026-06-12,0,1003,34.72264,4.007743,0,2026-06-14T03:21:09.272Z
1950,128,Prime,建設業,4270,2026-06-12,-1.1574074,2492,13.812066,1.1552833,2.8703704,2026-06-14T03:21:09.272Z
1951,129,Prime,建設業,2700,2026-06-12,-1.3878744,5498,17.889088,1.610551,2.4835646,2026-06-14T03:21:09.272Z
1952,130,Prime,建設業,3295,2026-06-12,1.3846153,1498,12.787674,1.8114727,3.3846155,2026-06-14T03:21:09.272Z
1959,131,Prime,建設業,8792,2026-06-12,1.5359741,6219,15.528082,1.7886486,2.540709,2026-06-14T03:21:09.272Z
1960,132,Standard,建設業,1401,2026-06-12,2.1881838,215,7.7759895,0.6426765,4.741065,2026-06-14T03:21:09.272Z
1961,133,Prime,建設業,2470,2026-06-12,0.6930289,3773,16.129032,3.6253898,0,2026-06-14T03:21:09.272Z
1963,134,Prime,建設業,2538.5,2026-06-12,2.5449405,6139,14.662392,1.4297043,2.1005857999999997,2026-06-14T03:21:09.272Z
1964,135,Prime,建設業,3950,2026-06-12,0.2538071,277,6.1349697,0.9163349,4.213198,2026-06-14T03:21:09.272Z
1965,136,Standard,建設業,5510,2026-06-12,1.6605166,1130,9.652442,1.7038604,3.1365312999999997,2026-06-14T03:21:09.272Z
1966,137,Standard,建設業,1585,2026-06-12,0.44359952,116,9.250613,0.53454477,4.435995,2026-06-14T03:21:09.272Z
1967,138,Standard,建設業,2015,2026-06-12,3.2803693,451,10.204082,1.0556359,3.075346,2026-06-14T03:21:09.272Z
1968,139,Prime,建設業,2627,2026-06-12,1.5069551,1658,13.908301,1.3113173,0,2026-06-14T03:21:09.272Z
1969,140,Prime,建設業,4583,2026-06-12,0.50438595,5997,17.699081,2.857476,1.2609649,2026-06-14T03:21:09.272Z
1972,141,Standard,建設業,1221,2026-06-12,1.1599007,235,8.896823,1.5728091,2.154101,2026-06-14T03:21:09.272Z
1975,142,Prime,建設業,3880,2026-06-12,1.0416667,1004,10.834357,1.9740776,3.75,2026-06-14T03:21:09.272Z
1976,143,Prime,建設業,1688,2026-06-12,0.9569378,775,14.429816,1.1228892,3.88756,2026-06-14T03:21:09.272Z
1979,144,Prime,建設業,4510,2026-06-12,0.66964287,2841,18.382652,1.7667706,0,2026-06-14T03:21:09.272Z
1980,145,Prime,建設業,2473,2026-06-12,1.2279984,3200,11.933024,2.452293,1.1370037,2026-06-14T03:21:09.272Z
1981,146,Standard,建設業,1300,2026-06-12,0.38610038,126,11.061947,1.2324635,0.6949807,2026-06-14T03:21:09.272Z
1982,147,Prime,建設業,2973,2026-06-12,-0.70140284,1223,14.903002,1.6089195,2.50501,2026-06-14T03:21:09.272Z
1992,148,Standard,建設業,2859,2026-06-12,2.50986,65,17.544182,1.0304319,2.9401219,2026-06-14T03:21:09.272Z
1994,149,Standard,建設業,552,2026-06-12,0.36363637,44,23.144653,0.3991156,3.6363635,2026-06-14T03:21:09.272Z
1997,150,Standard,建設業,3640,2026-06-12,-0.2739726,74,7.3421144,3.9901474,0.4109589,2026-06-14T03:21:09.272Z
2001,151,Prime,食料品,2716,2026-06-12,-0.51282054,2245,10.570973,0.79493076,2.4908425000000003,2026-06-14T03:21:09.272Z
2002,152,Prime,食料品,1967,2026-06-12,-0.12693578,5500,17.360989,1.06419,3.0464584,2026-06-14T03:21:09.272Z
2003,153,Standard,食料品,1717,2026-06-12,-0.52143687,625,18.83295,1.2498089,4.05562,2026-06-14T03:21:09.272Z
2004,154,Prime,食料品,3315,2026-06-12,-0.59970015,1077,10.152206,0.72160417,0,2026-06-14T03:21:09.272Z
2009,155,Standard,食料品,1074,2026-06-12,-0.27855152,250,22.076054,0.6900052,4.549675000000001,2026-06-14T03:21:09.272Z
2053,156,Prime,食料品,1842,2026-06-12,1.8242123,529,9.661684,0.7268675,3.5931453,2026-06-14T03:21:09.272Z
2055,157,Standard,食料品,315,2026-06-12,-0.9433962,57,15.057362,0.29965925,1.8867925,2026-06-14T03:21:09.272Z
2060,158,Prime,食料品,1211,2026-06-12,0.9166666,463,7.2623687,0.75131196,3.375,2026-06-14T03:21:09.272Z
2108,159,Prime,食料品,4570,2026-06-12,-0.109289624,538,11.123552,0.7136192,0,2026-06-14T03:21:09.272Z
2109,160,Prime,食料品,3230,2026-06-12,-0.61538464,1005,25.509398,0.8974005,0,2026-06-14T03:21:09.272Z
2112,161,Standard,食料品,420,2026-06-12,0.2386635,116,4.1753654,0.5609986,4.7732696,2026-06-14T03:21:09.272Z
2114,162,Standard,食料品,611,2026-06-12,0,313,9.737052,1.1252695,2.9459901,2026-06-14T03:21:09.272Z
2117,163,Prime,食料品,2555,2026-06-12,0.07833921,836,12.919701,1.0834553,0,2026-06-14T03:21:09.272Z
2120,164,Prime,サービス業,193,2026-06-12,1.0471205,248,7.4806204,1.2488838,4.9267015999999995,2026-06-14T03:21:09.272Z
2121,165,Prime,情報・通信業,2667,2026-06-12,-0.670391,1736,10.341218,0.9523324,0,2026-06-14T03:21:09.272Z
2122,166,Standard,サービス業,1255,2026-06-12,0.8032128,79,20.449732,1.3716567,2.4096385000000002,2026-06-14T03:21:09.272Z
2124,167,Prime,サービス業,858,2026-06-12,-0.46403712,1364,16.207027,6.844452,4.1763343,2026-06-14T03:21:09.272Z
2127,168,Prime,サービス業,636,2026-06-12,-1.1655011,2016,18.418766,4.0215497,0,2026-06-14T03:21:09.272Z
2130,169,Prime,サービス業,1025,2026-06-12,-0.7744434,131,10.83395,1.9770241,0,2026-06-14T03:21:09.272Z
2134,170,Standard,サービス業,26,2026-06-12,4,142,,2.7171073,0,2026-06-14T03:21:09.272Z
2136,171,Standard,サービス業,1397,2026-06-12,0.50359714,53,12.468761,2.9398704,0.8633093999999999,2026-06-14T03:21:09.272Z
2138,172,Standard,情報・通信業,440,2026-06-12,-2.8697572,42,,0.48089954,0,2026-06-14T03:21:09.272Z
2139,173,Standard,サービス業,486,2026-06-12,-0.20533882,33,17.545126,1.5208507,2.4640657,2026-06-14T03:21:09.272Z
2146,174,Prime,サービス業,174,2026-06-12,-0.57142854,989,14.922813,3.224312,0,2026-06-14T03:21:09.272Z
2148,175,Prime,サービス業,1150,2026-06-12,-1.7933391,224,18.83085,2.5765805,8.539709400000001,2026-06-14T03:21:09.272Z
2152,176,Standard,サービス業,1420,2026-06-11,0,153,13.422819,3.486716,0.35211267,2026-06-14T03:21:09.272Z
2153,177,Prime,サービス業,1589,2026-06-12,0.44247788,286,7.739893,0.8130751,4.2351453999999995,2026-06-14T03:21:09.272Z
2154,178,Prime,サービス業,1880,2026-06-12,-0.7915568,1597,12.330295,2.0492475,4.221636,2026-06-14T03:21:09.272Z
2156,179,Standard,サービス業,260,2026-06-12,0,13,,0.5773223,0,2026-06-14T03:21:09.272Z
2157,180,Prime,サービス業,971,2026-06-12,0.10309279,805,14.4925375,2.096649,2.5773196,2026-06-14T03:21:09.272Z
2158,181,Growth,サービス業,554,2026-06-12,2.0257826,217,40,5.650063,0,2026-06-14T03:21:09.272Z
2160,182,Growth,医薬品,2520,2026-06-12,-6.1452518,1405,,2.8053832,0,2026-06-14T03:21:09.272Z
2162,183,Standard,サービス業,538,2026-06-12,0,103,33.436916,2.049602,0,2026-06-14T03:21:09.272Z
2163,184,Prime,サービス業,1906,2026-06-12,-1.1923276,202,16.077604,3.878193,4.354588000000001,2026-06-14T03:21:09.272Z
2164,185,Standard,サービス業,287,2026-06-12,-0.34722224,22,,11.898346,0,2026-06-14T03:21:09.272Z
2168,186,Prime,サービス業,1500,2026-06-12,-0.464499,560,,0.43852198,0.995355,2026-06-14T03:21:09.272Z
2169,187,Standard,サービス業,1757,2026-06-12,-0.340329,120,26.247385,1.3586694,4.1973908,2026-06-14T03:21:09.272Z
2170,188,Prime,サービス業,551,2026-06-12,-0.54151624,587,36.90556,4.849669,2.1841155,2026-06-14T03:21:09.272Z
2173,189,Growth,サービス業,650,2026-06-12,-1.065449,102,5.302227,2.130449,3.9573822,2026-06-14T03:21:09.272Z
2175,190,Prime,サービス業,2018,2026-06-12,-0.7378259,1656,28.410532,6.1985693,1.4510576000000002,2026-06-14T03:21:09.272Z
2179,191,Standard,サービス業,775,2026-06-12,2.6490066,43,7.3634205,0.99298376,0,2026-06-14T03:21:09.272Z
2180,192,Standard,サービス業,1317,2026-06-12,0,195,12.853797,3.3611343,1.1389521999999999,2026-06-14T03:21:09.272Z
2181,193,Prime,サービス業,244.2,2026-06-12,-2.5927403,5447,12.738654,2.4817073,4.587156,2026-06-14T03:21:09.272Z
2183,194,Standard,サービス業,209,2026-06-12,-1.4150944,47,,1.1875608,0,2026-06-14T03:21:09.272Z
2185,195,Standard,サービス業,1815,2026-06-12,1.1142061,235,9.0991125,1.0242646,3.0640669999999997,2026-06-14T03:21:09.272Z
2186,196,Standard,サービス業,900,2026-06-12,0.4464286,71,15.384615,1.5609581,3.683036,2026-06-14T03:21:09.272Z
2193,197,Standard,サービス業,116,2026-06-12,-4.132231,83,12.146597,0.68678063,0,2026-06-14T03:21:09.272Z
2195,198,Growth,サービス業,359,2026-06-12,0.2793296,63,20.248167,2.1469624,1.396648,2026-06-14T03:21:09.272Z
2198,199,Prime,サービス業,750,2026-06-12,-8.424909,219,9.605533,1.8190197,2.9304029999999996,2026-06-14T03:21:09.272Z
2201,200,Prime,食料品,2557.5,2026-06-12,-0.8528785,2148,12.121428,1.512806,2.5198681,2026-06-14T03:21:09.272Z
2204,201,Standard,食料品,3105,2026-06-12,-1.1146497,177,19.53076,0.71121246,1.5923566999999998,2026-06-14T03:21:09.272Z
2206,202,Prime,食料品,5444,2026-06-12,0.47988188,3371,68.96377,1.6574361,1.1997047,2026-06-14T03:21:09.272Z
2207,203,Prime,食料品,2946,2026-06-12,0.5460751,480,16.077274,0.77469844,0,2026-06-14T03:21:09.272Z
2208,204,Standard,食料品,2892,2026-06-12,0.034590106,699,11.820485,1.0401853,0,2026-06-14T03:21:09.272Z
2209,205,Prime,食料品,2312,2026-06-12,0.2601908,296,12.376211,1.1820549,1.647875,2026-06-14T03:21:09.272Z
2211,206,Prime,食料品,2360,2026-06-12,0.042390842,608,29.941639,1.0189837,1.2717253499999999,2026-06-14T03:21:09.272Z
2212,207,Prime,食料品,3130,2026-06-12,-2.0650814,6163,15.128813,1.3335128,1.8773465999999999,2026-06-14T03:21:09.272Z
2215,208,Standard,食料品,599,2026-06-12,0,41,12.920621,0.47455204,0,2026-06-14T03:21:09.272Z
2216,209,Standard,食料品,1122,2026-06-12,-1.1453745,473,13.986537,2.4587092,2.8193833,2026-06-14T03:21:09.272Z
2217,210,Prime,食料品,1504,2026-06-12,0.1331558,302,47.176914,1.5173343,1.0652462999999999,2026-06-14T03:21:09.272Z
2220,211,Prime,食料品,1259,2026-06-12,-0.9441385,796,3.231022,0.7736765,1.7309206000000001,2026-06-14T03:21:09.272Z
2221,212,Standard,食料品,3060,2026-06-12,1.6611295,314,15.479564,0.4494013,1.0631229,2026-06-14T03:21:09.272Z
2222,213,Prime,食料品,2342.5,2026-06-12,-2.0898643,3618,28.820127,7.547565,0,2026-06-14T03:21:09.272Z
2224,214,Standard,食料品,3655,2026-06-12,-0.13661201,127,163.90135,5.931506,0.19125683,2026-06-14T03:21:09.272Z
2226,215,Standard,食料品,4675,2026-06-12,-0.106837615,499,19.230768,2.3425012,1.1752137,2026-06-14T03:21:09.272Z
2229,216,Prime,食料品,2846.5,2026-06-12,-1.0601321,3461,20.324884,1.6433836,2.2940563000000003,2026-06-14T03:21:09.272Z
